        34952.0     0.00000     0.00000     0.00000    34.00000
      1127753.4     0.00000     0.00000     0.00000    33.99915
       561723.3     0.00000     0.00000     0.00000    33.99874
      1092239.2     0.00000     0.00000     0.00000    33.99888
       589432.3     0.00000     0.00000     0.00000    33.99871
      1089609.7     0.00000     0.00000     0.00000    33.99833
       578838.6     0.00000     0.00000     0.00000    33.99826
      1162064.4     0.00000     0.00000     0.00000    33.99834
       574984.6     0.00000     0.00000     0.00000    33.99834
      1000008.5     0.00000     0.00000     0.00000    33.99818
       606762.2     0.00000     0.00000     0.00000    33.99785
      1163553.1     0.00000     0.00000     0.00000    33.99784
       623208.9     0.00000     0.00000     0.00000    33.99793
      1202752.8     0.00000     0.00000     0.00000    33.99806
       647875.8     0.00000     0.00000     0.00000    33.99792
      1173077.9     0.00000     0.00000     0.00000    33.99767
       635408.0     0.00000     0.00000     0.00000    33.99779
      1144878.6     0.00000     0.00000     0.00000    33.99793
       601695.9     0.00000     0.00000     0.00000    33.99791
      1154502.2     0.00000     0.00000     0.00000    33.99785
       422607.2     0.00000     0.00000     0.00000    33.99640
      1036775.2     0.00000     0.00000     0.00000    33.99592
       427551.9     0.00000     0.00000     0.00000    33.99520
       579180.8     0.00001     0.00000     0.00000    33.98078
       610109.8     0.00001     0.00000     0.00000    33.98098
      1157465.0     0.00000     0.00000     0.00000    33.98509
       322708.9     0.00001     0.00000     0.00000    33.97816
       444636.6     0.00002     0.00000     0.00000    33.93724
       444068.2     0.00002     0.00000     0.00000    33.94562
      1080095.6     0.00001     0.00000     0.00000    33.95789
       375265.8     0.00001     0.00000     0.00000    33.96543
      1015327.0     0.00001     0.00000     0.00000    33.96693
       436751.8     0.00001     0.00000     0.00000    33.97401
      1182114.8     0.00001     0.00000     0.00000    33.97961
       548266.8     0.00000     0.00000     0.00000    33.98437
      1178395.6     0.00000     0.00000     0.00000    33.98805
       430214.1     0.00000     0.00000     0.00000    33.99086
       989606.4     0.00000     0.00000     0.00000    33.99301
